servo_idx,phase,direction,step_idx,cmd_target,fb_post
1,pos_climb,pos,6,35.0,0.1111
1,pos_climb,pos,7,40.0,0.10393870967741936
1,pos_climb,pos,8,45.0,0.1111
1,pos_climb,pos,9,50.0,0.1111
1,pos_climb,pos,10,55.0,0.10525789473684212
1,pos_climb,pos,11,60.0,0.10857727272727273
1,pos_return,pos,0,55.0,0.10475714285714285
1,pos_return,pos,1,50.0,0.10605454545454546
1,pos_return,pos,2,45.0,0.1041625
1,pos_return,pos,3,40.0,0.10955833333333334
1,pos_return,pos,4,35.0,0.10925000000000001
1,pos_return,pos,5,30.0,0.10130588235294118
1,pos_return,pos,6,25.0,0.1081
1,pos_return,pos,7,20.0,0.10620294117647058
1,pos_return,pos,8,15.0,0.106475
1,pos_return,pos,9,10.0,0.1111
1,pos_return,pos,10,5.0,0.1052578947368421
1,pos_return,pos,11,0.0,0.1096
1,neg_climb,neg,0,-5.0,0.10437272727272728
1,neg_climb,neg,1,-10.0,0.10963947368421054
1,neg_climb,neg,2,-15.0,0.10839512195121952
1,neg_climb,neg,3,-20.0,0.10605454545454548
1,neg_climb,neg,4,-25.0,0.1081
1,neg_climb,neg,5,-30.0,0.10963947368421054
1,neg_climb,neg,6,-35.0,0.1066
1,neg_climb,neg,7,-40.0,0.10620294117647058
1,neg_climb,neg,8,-45.0,0.1075193548387097
1,neg_climb,neg,9,-50.0,0.1111
1,neg_climb,neg,10,-55.0,0.10783529411764707
1,neg_climb,neg,11,-60.0,0.10620294117647058
1,neg_return,neg,0,-55.0,0.10130588235294118
1,neg_return,neg,1,-50.0,0.10971250000000002
1,neg_return,neg,2,-45.0,0.10339166666666667
1,neg_return,neg,3,-40.0,0.1111
1,neg_return,neg,4,-35.0,0.10475714285714285
1,neg_return,neg,5,-30.0,0.10930967741935485
1,neg_return,neg,6,-25.0,0.1081
1,neg_return,neg,7,-20.0,0.1026909090909091
1,neg_return,neg,8,-15.0,0.1096
1,neg_return,neg,9,-10.0,0.10946764705882353
1,neg_return,neg,10,-5.0,0.10783529411764707
1,neg_return,neg,11,-0.0,0.10620294117647058
2,pos_climb,pos,0,5.0,0.0961
2,pos_climb,pos,1,10.0,0.09722500000000002
2,pos_climb,pos,2,15.0,0.092021875
2,pos_climb,pos,3,20.0,0.09207142857142858
2,pos_climb,pos,4,25.0,0.09649473684210527
2,pos_climb,pos,5,30.0,0.0926
2,pos_climb,pos,6,35.0,0.0961
2,pos_climb,pos,7,40.0,0.09941578947368421
2,pos_climb,pos,8,45.0,0.097225
2,pos_climb,pos,9,50.0,0.0931027027027027
2,pos_climb,pos,10,55.0,0.0901
2,pos_climb,pos,11,60.0,0.09770344827586207
2,pos_return,pos,0,55.0,0.09722499999999999
2,pos_return,pos,1,50.0,0.09829230769230769
2,pos_return,pos,2,45.0,0.09445250000000001
2,pos_return,pos,3,40.0,0.106475
2,pos_return,pos,4,35.0,0.09722499999999999
2,pos_return,pos,5,30.0,0.09895937500000002
2,pos_return,pos,6,25.0,0.09460000000000002
2,pos_return,pos,7,20.0,0.0961
2,pos_return,pos,8,15.0,0.097225
2,pos_return,pos,9,10.0,0.1036
2,pos_return,pos,10,5.0,0.09503421052631579
2,pos_return,pos,11,0.0,0.09524285714285716
2,neg_climb,neg,0,-5.0,0.09920714285714287
2,neg_climb,neg,1,-10.0,0.09549062500000001
2,neg_climb,neg,2,-15.0,0.09841428571428572
2,neg_climb,neg,3,-20.0,0.09788571428571431
2,neg_climb,neg,4,-25.0,0.10158571428571428
2,neg_climb,neg,5,-30.0,0.09620731707317073
2,neg_climb,neg,6,-35.0,0.10978333333333336
2,neg_climb,neg,7,-40.0,0.10215806451612904
2,neg_climb,neg,8,-45.0,0.10457352941176472
2,neg_climb,neg,9,-50.0,0.09941578947368421
2,neg_climb,neg,10,-55.0,0.1006027027027027
2,neg_climb,neg,11,-60.0,0.097225
2,neg_return,neg,0,-55.0,0.09910270270270272
2,neg_return,neg,1,-50.0,0.10256153846153847
2,neg_return,neg,2,-45.0,0.08755454545454545
2,neg_return,neg,3,-40.0,0.07988125000000001
2,neg_return,neg,4,-35.0,0.0904857142857143
2,neg_return,neg,5,-30.0,0.0793857142857143
2,neg_return,neg,6,-25.0,0.07718333333333333
2,neg_return,neg,7,-20.0,0.0916
2,neg_return,neg,8,-15.0,0.07810000000000002
2,neg_return,neg,9,-10.0,0.08097142857142857
2,neg_return,neg,10,-5.0,0.08402682926829269
2,neg_return,neg,11,-0.0,0.08414285714285714
3,pos_climb,pos,0,5.0,0.1111
3,pos_climb,pos,1,10.0,0.1111
3,pos_climb,pos,2,15.0,0.1111
3,pos_climb,pos,3,20.0,0.1111
3,pos_climb,pos,4,25.0,0.11110000000000002
3,pos_climb,pos,5,30.0,0.1111
3,pos_climb,pos,6,35.0,0.1111
3,pos_climb,pos,7,40.0,0.11110000000000002
3,pos_climb,pos,8,45.0,0.1111
3,pos_climb,pos,9,50.0,0.1111
3,pos_climb,pos,10,55.0,0.1111
3,pos_climb,pos,11,60.0,0.1111
3,pos_return,pos,0,55.0,0.1111
3,pos_return,pos,1,50.0,0.1111
3,pos_return,pos,2,45.0,0.1111
3,pos_return,pos,3,40.0,0.1111
3,pos_return,pos,4,35.0,0.1111
3,pos_return,pos,5,30.0,0.1111
3,pos_return,pos,6,25.0,0.1111
3,pos_return,pos,7,20.0,0.11109999999999999
3,pos_return,pos,8,15.0,0.1111
3,pos_return,pos,9,10.0,0.11110000000000002
3,pos_return,pos,10,5.0,0.11110000000000003
3,pos_return,pos,11,0.0,0.1111
3,neg_climb,neg,0,-5.0,0.1111
3,neg_climb,neg,1,-10.0,0.1111
3,neg_climb,neg,2,-15.0,0.11110000000000003
3,neg_climb,neg,3,-20.0,0.1111
3,neg_climb,neg,4,-25.0,0.1111
3,neg_climb,neg,5,-30.0,0.1111
3,neg_climb,neg,6,-35.0,0.10951428571428572
3,neg_climb,neg,7,-40.0,0.1111
3,neg_climb,neg,8,-45.0,0.1111
3,neg_climb,neg,9,-50.0,0.11110000000000002
3,neg_climb,neg,10,-55.0,0.1111
3,neg_climb,neg,11,-60.0,0.11110000000000002
3,neg_return,neg,0,-55.0,0.11110000000000002
3,neg_return,neg,1,-50.0,0.1111
3,neg_return,neg,2,-45.0,0.1111
3,neg_return,neg,3,-40.0,0.1111
3,neg_return,neg,4,-35.0,0.1111
3,neg_return,neg,5,-30.0,0.1111
3,neg_return,neg,6,-25.0,0.1111
3,neg_return,neg,7,-20.0,0.1111
3,neg_return,neg,8,-15.0,0.1111
3,neg_return,neg,9,-10.0,0.1111
3,neg_return,neg,10,-5.0,0.11110000000000003
3,neg_return,neg,11,-0.0,0.1111
